,id,name,address,pname,pcode,cityname,citycode,adname,adcode,tel,type,photos,timestamp,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,大类,中类,小类
1107,B0FFLMCNSS,F168(万达广场),太白东路55号克特广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:08:37,116.601852,35.407292,116.59656089828168,35.40774830083696,室内设施,室内设施,室内设施
1108,B0FFLMCO01,G143(万达广场),太白东路55号万达广场B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:07:27,116.604921,35.408578,116.5996280943983,35.40903245977056,室内设施,室内设施,室内设施
1109,B0FFLKPY55,283(红星美凯龙),金宇路99号红星美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:06:39,116.608979,35.430974,116.6036808708586,35.43140863219607,室内设施,室内设施,室内设施
1110,B0FFLKPY5Q,301(红星美凯龙),金宇路99号红星美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:06:07,116.608866,35.43116,116.6035679467249,35.43159453850881,室内设施,室内设施,室内设施
1111,B0FFLIN8P6,386(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:05:49,116.589913,35.40732,116.58462351227934,35.40777539878099,室内设施,室内设施,室内设施
1112,B0FFLIMI0Z,A-077(银座商城微山店),建设路与镇中街交汇处银座商城(微山店)B1层,山东省,370000,济宁市,537,微山县,370826,[],室内设施;室内设施;室内设施,[],2022-05-28T17:05:38,117.12779,34.818812,117.12187071532637,34.81952062599775,室内设施,室内设施,室内设施
1113,B0FFLIN8C8,434(运河城商业摩尔),共青团路17号运河城商业摩尔B3层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T17:05:09,116.590498,35.408432,116.58520850683864,35.408886669395415,室内设施,室内设施,室内设施
1114,B0FFHWVI2K,扶梯(居然之家),火炬路与红星东路交汇处西南角居然之家B1层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T16:11:56,116.62265,35.415022,116.6173374093741,35.41545922720196,室内设施,室内设施,室内设施
1115,B0I629HY3U,停车位(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T15:23:58,116.590618,35.408291,116.5853285402926,35.40874582314788,室内设施,室内设施,室内设施
1116,B0I62RHG2Q,B-050(银座商城微山店),建设路与镇中街交汇处银座商城(微山店)B1层,山东省,370000,济宁市,537,微山县,370826,[],室内设施;室内设施;室内设施,[],2022-05-28T15:12:20,117.128222,34.818689,117.12230310478364,34.81939825181094,室内设施,室内设施,室内设施
1117,B0I629IGK7,停车位(运河城商业摩尔),共青团路17号运河城商业摩尔B2层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:47:22,116.590532,35.408448,116.5852425107982,35.40890266677299,室内设施,室内设施,室内设施
1118,B0FFLKPXZ7,076(红星美凯龙),金宇路99号红星美凯龙F5层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:29:15,116.608823,35.431867,116.60352491160532,35.432300995440166,室内设施,室内设施,室内设施
1119,B0FFLIN8C0,427(运河城商业摩尔),共青团路17号桥梁城商业摩尔B3层,山东省,370000,济宁市,537,任城区,370811,[],室内设施;室内设施;室内设施,[],2022-05-28T14:28:41,116.589408,35.409449,116.58411819222113,35.409902461983066,室内设施,室内设施,室内设施
1120,B0FFM9C4YR,停车位(龙贵购物广场邹城店),太平西路769号龙贵购物广场(邹城店)B2层,山东省,370000,济宁市,537,邹城市,370883,[],室内设施;室内设施;室内设施,[],2022-05-28T14:28:10,116.964209,35.405214,116.95864919480007,35.40558243578905,室内设施,室内设施,室内设施
